"BehaviorSpace results (NetLogo 5.3.1)"
"Amsterdam_v6.3.nlogo"
"yellow flexbuses at 2.0 with varying fixed bus sizes"
"03/31/2018 20:44:19:382 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","30"
"[run number]","green_bus_ratio","red_bus_ratio","fixed_bus_size","yellow_bus_ratio","[step]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
"2","2","10","60","2","53","37.3125","44.36486486486486","47.310344827586206","80350","214","10","0","7","3"
"3","2","10","150","2","52","37.3125","43.58108108108108","46.310344827586206","80343","214","10","0","7","3"
"1","2","10","12","2","49","36.44444444444444","41.12162162162162","42.76923076923077","100404","280","11","1","7","3"
"2","2","10","60","2","54","38.23529411764706","45.148648648648646","48.21052631578947","80357","214","10","0","7","3"
"3","2","10","150","2","53","37.3125","44.36486486486486","47.310344827586206","80350","214","10","0","7","3"
"1","2","10","12","2","50","36.46666666666667","42","44.40677966101695","100413","298","11","1","7","3"
"2","2","10","60","2","55","38.23529411764706","45.91891891891892","49.21052631578947","80364","214","10","0","7","3"
"3","2","10","150","2","54","38.23529411764706","45.148648648648646","48.21052631578947","80357","214","10","0","7","3"
"2","2","10","60","2","56","38.23529411764706","46.689189189189186","50.21052631578947","80371","214","10","0","7","3"
"1","2","10","12","2","51","37.3125","42.7972972972973","45.310344827586206","100422","310","11","1","7","3"
"3","2","10","150","2","55","38.23529411764706","45.91891891891892","49.21052631578947","80364","214","10","0","7","3"
"2","2","10","60","2","57","38.23529411764706","47.45945945945946","51.21052631578947","80378","214","10","0","7","3"
"1","2","10","12","2","52","37.3125","43.58108108108108","46.310344827586206","100431","310","11","1","7","3"
"3","2","10","150","2","56","38.23529411764706","46.689189189189186","50.21052631578947","80371","214","10","0","7","3"
"1","2","10","12","2","53","37.3125","44.36486486486486","47.310344827586206","100440","316","11","1","7","3"
"2","2","10","60","2","58","39.27777777777778","48.229729729729726","52.107142857142854","80385","214","10","0","7","3"
"3","2","10","150","2","57","38.23529411764706","47.45945945945946","51.21052631578947","80378","214","10","0","7","3"
"2","2","10","60","2","59","39.27777777777778","48.986486486486484","53.107142857142854","80392","214","10","0","7","3"
"3","2","10","150","2","58","39.27777777777778","48.229729729729726","52.107142857142854","80385","214","10","0","7","3"
"1","2","10","12","2","54","38.23529411764706","45.148648648648646","48.21052631578947","100449","317","11","1","7","3"
"3","2","10","150","2","59","39.27777777777778","48.986486486486484","53.107142857142854","80392","214","10","0","7","3"
"2","2","10","60","2","60","39.27777777777778","49.74324324324324","54.107142857142854","80399","234","10","0","7","3"
"1","2","10","12","2","55","38.23529411764706","45.91891891891892","49.21052631578947","100458","317","11","1","7","3"
"3","2","10","150","2","60","39.27777777777778","49.74324324324324","54.107142857142854","80399","229","10","0","7","3"
"2","2","10","60","2","61","39.27777777777778","50.5","55.107142857142854","80406","234","10","0","7","3"
"1","2","10","12","2","56","38.23529411764706","46.689189189189186","50.21052631578947","100467","317","11","1","7","3"
"2","2","10","60","2","62","39.27777777777778","51.25675675675676","56.107142857142854","80413","234","10","0","7","3"
"3","2","10","150","2","61","39.27777777777778","50.5","55.107142857142854","80406","234","10","0","7","3"
"1","2","10","12","2","57","38.23529411764706","47.45945945945946","51.21052631578947","100476","317","11","1","7","3"
"2","2","10","60","2","63","40.8","52.013513513513516","57.166666666666664","80420","234","10","0","7","3"
"3","2","10","150","2","62","39.27777777777778","51.25675675675676","56.107142857142854","80413","234","10","0","7","3"
