"[all run data]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
,"38.421052631578945","48.71621621621622","53.27272727272727","104485","532","12","1","7","4","35","46.67567567567568","54","98511","350","12","2","7","3","35","46.67567567567568","54","98511","346","12","2","7","3","35","46.67567567567568","54","98511","325","12","2","7","3","35.333333333333336","46.486486486486484","53.8936170212766","98516.5","348","12","2","7","3"
,"38.421052631578945","49.45945945945946","54.27272727272727","104493.5","568","12","1","7","4","35","47.32432432432432","55","98520.5","359","12","2","7","3","35","47.32432432432432","55","98520.5","361","12","2","7","3","35","47.32432432432432","55","98520.5","340","12","2","7","3","35.333333333333336","47.12162162162162","54.8936170212766","98526","368","12","2","7","3"
,"38.421052631578945","50.2027027027027","55.27272727272727","104502","580","12","1","7","4","35","47.972972972972975","56","98530","365","12","2","7","3","35","47.972972972972975","56","98530","361","12","2","7","3","35","47.972972972972975","56","98530","340","12","2","7","3","35.333333333333336","47.75675675675676","55.8936170212766","98535.5","368","12","2","7","3"
,"38.421052631578945","50.945945945945944","56.27272727272727","104510.5","580","12","1","7","4","35","48.62162162162162","57","98539.5","365","12","2","7","3","35","48.62162162162162","57","98539.5","361","12","2","7","3","35","48.62162162162162","57","98539.5","340","12","2","7","3","35.333333333333336","48.391891891891895","56.8936170212766","98545","368","12","2","7","3"
,"39.95238095238095","51.689189189189186","57.339622641509436","104519","588","12","1","7","4","36.392857142857146","49.270270270270274","58.108695652173914","98549","368","12","2","7","3","36.392857142857146","49.270270270270274","58.108695652173914","98549","364","12","2","7","3","36.758620689655174","49.270270270270274","58.333333333333336","98549","343","12","2","7","3","36.6551724137931","49.027027027027025","58","98554.5","372","12","2","7","3"
,"41","52.4054054054054","58.23076923076923","104527.5","588","12","1","7","4","37.310344827586206","49.891891891891895","59","98558.5","368","12","2","7","3","37.310344827586206","49.891891891891895","59","98558.5","365","12","2","7","3","37.63333333333333","49.87837837837838","59.22727272727273","98558.5","344","12","2","7","3","37.53333333333333","49.63513513513514","58.88636363636363","98564","373","12","2","7","3"
,"41","53.108108108108105","59.23076923076923","104536","588","12","1","7","4","37.310344827586206","50.5","60","98568","368","12","2","7","3","37.310344827586206","50.5","60","98568","365","12","2","7","3","37.63333333333333","50.472972972972975","60.22727272727273","98568","344","12","2","7","3","37.53333333333333","50.229729729729726","59.88636363636363","98573.5","373","12","2","7","3"
,"41","53.810810810810814","60.23076923076923","104544.5","588","12","1","7","4","37.310344827586206","51.108108108108105","61","98577.5","368","12","2","7","3","37.310344827586206","51.108108108108105","61","98577.5","365","12","2","7","3","37.63333333333333","51.067567567567565","61.22727272727273","98577.5","344","12","2","7","3","37.53333333333333","50.82432432432432","60.88636363636363","98583","373","12","2","7","3"
,"41","54.513513513513516","61.23076923076923","104553","588","12","1","7","4","37.310344827586206","51.71621621621622","62","98587","368","12","2","7","3","37.310344827586206","51.71621621621622","62","98587","365","12","2","7","3","37.63333333333333","51.66216216216216","62.22727272727273","98587","344","12","2","7","3","37.53333333333333","51.41891891891892","61.88636363636363","98592.5","373","12","2","7","3"
,"41","55.21621621621622","62.23076923076923","104561.5","588","12","1","7","4","37.310344827586206","52.32432432432432","63","98596.5","368","12","2","7","3","37.310344827586206","52.32432432432432","63","98596.5","365","12","2","7","3","37.63333333333333","52.25675675675676","63.22727272727273","98596.5","344","12","2","7","3","37.53333333333333","52.013513513513516","62.88636363636363","98602","373","12","2","7","3"
,"41","55.91891891891892","63.23076923076923","104570","588","12","1","7","4","37.310344827586206","52.932432432432435","64","98606","368","12","2","7","3","37.310344827586206","52.932432432432435","64","98606","365","12","2","7","3","37.63333333333333","52.851351351351354","64.22727272727273","98606","344","12","2","7","3","37.53333333333333","52.608108108108105","63.88636363636363","98611.5","373","12","2","7","3"
,"43.16","56.62162162162162","64.48979591836735","104578.5","628","12","1","7","4","42.54054054054054","53.54054054054054","65.54054054054055","98615.5","374","12","2","7","3","42.54054054054054","53.54054054054054","65.54054054054055","98615.5","375","12","2","7","3","39.57575757575758","53.445945945945944","65.60975609756098","98615.5","364","12","2","7","3","39.484848484848484","53.2027027027027","65.2439024390244","98621","388","12","2","7","3"
,"44.592592592592595","57.28378378378378","65.57446808510639","104587","628","12","1","7","4","43.56410256410256","54.04054054054054","66.71428571428571","98625","378","12","2","7","3","43.56410256410256","54.04054054054054","66.71428571428571","98625","375","12","2","7","3","40.470588235294116","54","66.5","98625","364","12","2","7","3","40.8","53.75675675675676","66.38461538461539","98630.5","398","12","2","7","3"
,"44.592592592592595","57.91891891891892","66.57446808510639","104595.5","628","12","1","7","4","43.56410256410256","54.513513513513516","67.71428571428571","98634.5","378","12","2","7","3","43.56410256410256","54.513513513513516","67.71428571428571","98634.5","375","12","2","7","3","40.470588235294116","54.54054054054054","67.5","98634.5","364","12","2","7","3","40.8","54.28378378378378","67.38461538461539","98640","398","12","2","7","3"
,"44.592592592592595","58.554054054054056","67.57446808510639","104604","633","12","1","7","4","44.275","54.986486486486484","68.58823529411765","98644","381","12","2","7","3","44.275","54.986486486486484","68.58823529411765","98644","378","12","2","7","3","40.470588235294116","55.08108108108108","68.5","98644","370","12","2","7","3","40.8","54.810810810810814","68.38461538461539","98649.5","403","12","2","7","3"
,"44.592592592592595","59.189189189189186","68.57446808510639","104612.5","634","12","1","7","4","44.97560975609756","55.445945945945944","69.45454545454545","98653.5","381","12","2","7","3","44.97560975609756","55.445945945945944","69.45454545454545","98653.5","378","12","2","7","3","41.4","55.62162162162162","69.38461538461539","98653.5","370","12","2","7","3","41.69444444444444","55.33783783783784","69.26315789473684","98659","404","12","2","7","3"
,"44.592592592592595","59.82432432432432","69.57446808510639","104621","634","12","1","7","4","44.97560975609756","55.891891891891895","70.45454545454545","98663","381","12","2","7","3","44.97560975609756","55.891891891891895","70.45454545454545","98663","378","12","2","7","3","41.4","56.148648648648646","70.38461538461539","98663","370","12","2","7","3","41.69444444444444","55.851351351351354","70.26315789473684","98668.5","404","12","2","7","3"
,"45.67857142857143","60.45945945945946","70.45652173913044","104629.5","634","12","1","7","4","45.69047619047619","56.33783783783784","71.3125","98672.5","381","12","2","7","3","45.69047619047619","56.33783783783784","71.3125","98672.5","378","12","2","7","3","42.333333333333336","56.67567567567568","71.26315789473684","98672.5","370","12","2","7","3","42.5945945945946","56.36486486486486","71.13513513513513","98678","404","12","2","7","3"
,"45.67857142857143","61.08108108108108","71.45652173913044","104638","634","12","1","7","4","45.69047619047619","56.770270270270274","72.3125","98682","381","12","2","7","3","45.69047619047619","56.770270270270274","72.3125","98682","378","12","2","7","3","42.333333333333336","57.189189189189186","72.26315789473684","98682","370","12","2","7","3","42.5945945945946","56.86486486486486","72.13513513513513","98687.5","404","12","2","7","3"
,"45.67857142857143","61.7027027027027","72.45652173913044","104646.5","634","12","1","7","4","46.41860465116279","57.2027027027027","73.16129032258064","98691.5","381","12","2","7","3","46.41860465116279","57.2027027027027","73.16129032258064","98691.5","378","12","2","7","3","42.333333333333336","57.7027027027027","73.26315789473684","98691.5","370","12","2","7","3","42.5945945945946","57.36486486486486","73.13513513513513","98697","404","12","2","7","3"
,"45.67857142857143","62.32432432432432","73.45652173913044","104655","634","12","1","7","4","46.41860465116279","57.62162162162162","74.16129032258064","98701","381","12","2","7","3","46.41860465116279","57.62162162162162","74.16129032258064","98701","378","12","2","7","3","42.333333333333336","58.21621621621622","74.26315789473684","98701","370","12","2","7","3","42.5945945945946","57.86486486486486","74.13513513513513","98706.5","404","12","2","7","3"
,"45.67857142857143","62.945945945945944","74.45652173913044","104663.5","646","12","1","7","4","46.41860465116279","58.04054054054054","75.16129032258064","98710.5","387","12","2","7","3","46.41860465116279","58.04054054054054","75.16129032258064","98710.5","381","12","2","7","3","42.333333333333336","58.729729729729726","75.26315789473684","98710.5","382","12","2","7","3","42.5945945945946","58.36486486486486","75.13513513513513","98716","424","12","2","7","3"
,"46.3448275862069","63.567567567567565","75.66666666666667","104672","658","12","1","7","4","47.577777777777776","58.45945945945946","76.34482758620689","98720","391","12","2","7","3","47.577777777777776","58.45945945945946","76.34482758620689","98720","383","12","2","7","3","42.333333333333336","59.24324324324324","76.26315789473684","98720","390","12","2","7","3","42.5945945945946","58.86486486486486","76.13513513513513","98725.5","424","12","2","7","3"
,"46.3448275862069","64.17567567567568","76.66666666666667","104680.5","658","12","1","7","4","50","58.851351351351354","77.2","98729.5","391","12","2","7","3","50","58.851351351351354","77.2","98729.5","383","12","2","7","3","42.333333333333336","59.75675675675676","77.26315789473684","98729.5","390","12","2","7","3","42.5945945945946","59.36486486486486","77.13513513513513","98735","424","12","2","7","3"
,"46.3448275862069","64.78378378378379","77.66666666666667","104689","661","12","1","7","4","50","59.189189189189186","78.2","98739","395","12","2","7","3","50","59.189189189189186","78.2","98739","385","12","2","7","3","42.333333333333336","60.270270270270274","78.26315789473684","98739","394","12","2","7","3","42.5945945945946","59.86486486486486","78.13513513513513","98744.5","429","12","2","7","3"
,"50.85294117647059","65.39189189189189","78.75","104697.5","661","12","1","7","4","50","59.527027027027025","79.2","98748.5","395","12","2","7","3","50","59.527027027027025","79.2","98748.5","385","12","2","7","3","42.333333333333336","60.78378378378378","79.26315789473684","98748.5","395","12","2","7","3","42.5945945945946","60.36486486486486","79.13513513513513","98754","429","12","2","7","3"
,"50.85294117647059","65.93243243243244","79.75","104706","661","12","1","7","4","50","59.86486486486486","80.2","98758","395","12","2","7","3","50","59.86486486486486","80.2","98758","385","12","2","7","3","42.648648648648646","61.2972972972973","80.94594594594595","98758","395","12","2","7","3","42.5945945945946","60.86486486486486","80.13513513513513","98763.5","429","12","2","7","3"
,"50.85294117647059","66.47297297297297","80.75","104714.5","661","12","1","7","4","50","60.2027027027027","81.2","98767.5","395","12","2","7","3","50","60.2027027027027","81.2","98767.5","385","12","2","7","3","42.648648648648646","61.7972972972973","81.94594594594595","98767.5","395","12","2","7","3","42.5945945945946","61.36486486486486","81.13513513513513","98773","429","12","2","7","3"
,"53.7027027027027","67.01351351351352","81.32432432432432","104723","661","12","1","7","4","52.07692307692308","60.54054054054054","81.54545454545455","98777","395","12","2","7","3","52.07692307692308","60.54054054054054","81.54545454545455","98777","385","12","2","7","3","45.9","62.2972972972973","82.58823529411765","98777","395","12","2","7","3","45.85","61.86486486486486","81.70588235294117","98782.5","429","12","2","7","3"
,"53.7027027027027","67.51351351351352","82.32432432432432","104731.5","661","12","1","7","4","52.07692307692308","60.83783783783784","82.54545454545455","98786.5","395","12","2","7","3","52.07692307692308","60.83783783783784","82.54545454545455","98786.5","385","12","2","7","3","46.90243902439025","62.75675675675676","83.45454545454545","98786.5","395","12","2","7","3","45.85","62.32432432432432","82.70588235294117","98792","429","12","2","7","3"
,"53.7027027027027","68.01351351351352","83.32432432432432","104740","661","12","1","7","4","52.07692307692308","61.13513513513514","83.54545454545455","98796","395","12","2","7","3","52.07692307692308","61.13513513513514","83.54545454545455","98796","385","12","2","7","3","46.90243902439025","63.2027027027027","84.45454545454545","98796","395","12","2","7","3","45.85","62.78378378378378","83.70588235294117","98801.5","429","12","2","7","3"
,"56.833333333333336","68.51351351351352","84.84375","104748.5","685","12","1","7","4","52.77358490566038","61.432432432432435","84.28571428571429","98805.5","401","12","2","7","3","52.77358490566038","61.432432432432435","84.28571428571429","98805.5","385","12","2","7","3","49.77272727272727","63.648648648648646","85","98805.5","410","12","2","7","3","48.86046511627907","63.24324324324324","84.19354838709677","98811","444","12","2","7","3"
,"56.833333333333336","68.94594594594595","85.84375","104757","685","12","1","7","4","52.77358490566038","61.71621621621622","85.28571428571429","98815","405","12","2","7","3","52.77358490566038","61.71621621621622","85.28571428571429","98815","385","12","2","7","3","49.77272727272727","64.05405405405405","86","98815","410","12","2","7","3","48.86046511627907","63.66216216216216","85.19354838709677","98820.5","444","12","2","7","3"
,"58.44444444444444","69.37837837837837","87.34482758620689","104765.5","685","12","1","7","4","52.925925925925924","62","87.5","98824.5","405","12","2","7","3","54.285714285714285","62","87","98824.5","385","12","2","7","3","49.77272727272727","64.45945945945945","87","98824.5","410","12","2","7","3","49.13636363636363","64.08108108108108","87","98830","444","12","2","7","3"
,"58.44444444444444","69.77027027027027","88.34482758620689","104774","688","12","1","7","4","52.925925925925924","62.270270270270274","88.5","98834","407","12","2","7","3","54.285714285714285","62.24324324324324","88","98834","385","12","2","7","3","49.77272727272727","64.86486486486487","88","98834","413","12","2","7","3","49.13636363636363","64.48648648648648","88","98839.5","447","12","2","7","3"
,"58.44444444444444","70.16216216216216","89.34482758620689","104782.5","688","12","1","7","4","52.925925925925924","62.54054054054054","89.5","98843.5","407","12","2","7","3","54.285714285714285","62.486486486486484","89","98843.5","385","12","2","7","3","49.77272727272727","65.27027027027027","89","98843.5","413","12","2","7","3","50.71739130434783","64.89189189189189","89.17857142857143","98849","449","12","2","7","3"
,"58.44444444444444","70.55405405405405","90.34482758620689","104791","688","12","1","7","4","52.925925925925924","62.810810810810814","90.5","98853","407","12","2","7","3","54.285714285714285","62.729729729729726","90","98853","385","12","2","7","3","49.77272727272727","65.67567567567568","90","98853","413","12","2","7","3","50.71739130434783","65.27027027027027","90.17857142857143","98858.5","449","12","2","7","3"
,"61.5","70.94594594594595","91.625","104799.5","688","12","1","7","4","52.925925925925924","63.08108108108108","91.5","98862.5","407","12","2","7","3","54.285714285714285","62.972972972972975","91","98862.5","385","12","2","7","3","49.77272727272727","66.08108108108108","91","98862.5","413","12","2","7","3","50.71739130434783","65.64864864864865","91.17857142857143","98868","449","12","2","7","3"
,"61.5","71.27027027027027","92.625","104808","688","12","1","7","4","52.925925925925924","63.351351351351354","92.5","98872","407","12","2","7","3","54.285714285714285","63.21621621621622","92","98872","385","12","2","7","3","49.77272727272727","66.48648648648648","92","98872","413","12","2","7","3","50.71739130434783","66.02702702702703","92.17857142857143","98877.5","449","12","2","7","3"
,"61.5","71.5945945945946","93.625","104816.5","688","12","1","7","4","52.925925925925924","63.62162162162162","93.5","98881.5","407","12","2","7","3","54.285714285714285","63.45945945945946","93","98881.5","385","12","2","7","3","49.77272727272727","66.89189189189189","93","98881.5","413","12","2","7","3","50.71739130434783","66.4054054054054","93.17857142857143","98887","449","12","2","7","3"
,"61.5","71.91891891891892","94.625","104825","688","12","1","7","4","52.925925925925924","63.891891891891895","94.5","98891","407","12","2","7","3","55.05263157894737","63.7027027027027","93.70588235294117","98891","385","12","2","7","3","49.77272727272727","67.29729729729729","94","98891","413","12","2","7","3","50.71739130434783","66.78378378378379","94.17857142857143","98896.5","449","12","2","7","3"
,"61.5","72.24324324324324","95.625","104833.5","700","12","1","7","4","52.925925925925924","64.16216216216216","95.5","98900.5","410","12","2","7","3","55.05263157894737","63.932432432432435","94.70588235294117","98900.5","390","12","2","7","3","50.86666666666667","67.70270270270271","94.82758620689656","98900.5","419","12","2","7","3","51.744680851063826","67.16216216216216","95","98906","455","12","2","7","3"
,"61.5","72.56756756756756","96.625","104842","704","12","1","7","4","52.925925925925924","64.43243243243244","96.5","98910","412","12","2","7","3","55.05263157894737","64.16216216216216","95.70588235294117","98910","390","12","2","7","3","50.86666666666667","68.0945945945946","95.82758620689656","98910","423","12","2","7","3","51.744680851063826","67.52702702702703","96","98915.5","459","12","2","7","3"
,"61.5","72.89189189189189","97.625","104850.5","704","12","1","7","4","52.925925925925924","64.70270270270271","97.5","98919.5","412","12","2","7","3","55.05263157894737","64.39189189189189","96.70588235294117","98919.5","390","12","2","7","3","50.86666666666667","68.48648648648648","96.82758620689656","98919.5","423","12","2","7","3","51.744680851063826","67.89189189189189","97","98925","459","12","2","7","3"
,"61.5","73.21621621621621","98.625","104859","706","12","1","7","4","52.925925925925924","64.97297297297297","98.5","98929","414","12","2","7","3","55.05263157894737","64.62162162162163","97.70588235294117","98929","391","12","2","7","3","55.38","68.87837837837837","98","98929","427","12","2","7","3","51.744680851063826","68.25675675675676","98","98934.5","461","12","2","7","3"
,"63.283018867924525","73.54054054054055","100.42857142857143","104867.5","706","12","1","7","4","55.03508771929825","65.24324324324324","100.47058823529412","98938.5","414","12","2","7","3","55.36206896551724","64.85135135135135","100.25","98938.5","392","12","2","7","3","57.509433962264154","69.20270270270271","99.71428571428571","98938.5","427","12","2","7","3","53.224489795918366","68.62162162162163","99.8","98944","461","12","2","7","3"
